epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,1014.67,1.26173,0.75605,1.06764,0.67625,0.45117,0.42112,0.19326,1.62705,2.75943,1.17516,0.00065548,0.00065548,0.00065548
89,1024.98,1.23639,0.74059,1.05381,0.73317,0.42639,0.4241,0.20644,1.4745,2.90323,1.14806,0.00065152,0.00065152,0.00065152
90,1035.95,1.20576,0.70315,1.04569,0.71515,0.43206,0.41579,0.19717,1.53653,2.28618,1.16025,0.00064756,0.00064756,0.00064756
91,1047.45,1.24675,0.7364,1.05176,0.73239,0.41317,0.38121,0.18318,1.60162,2.61478,1.19959,0.0006436,0.0006436,0.0006436
92,1058.63,1.24454,0.72384,1.05735,0.64704,0.35038,0.3767,0.18145,1.64773,2.66875,1.19968,0.00063964,0.00063964,0.00063964
93,1069.57,1.25731,0.75039,1.05912,0.61553,0.43092,0.36076,0.18182,1.53114,2.98665,1.16075,0.00063568,0.00063568,0.00063568
94,1080.54,1.21012,0.72306,1.04932,0.77695,0.49461,0.38489,0.19148,1.41513,2.68157,1.11348,0.00063172,0.00063172,0.00063172
95,1091.62,1.21614,0.6966,1.04102,0.76255,0.48144,0.46329,0.21819,1.49764,2.05076,1.1429,0.00062776,0.00062776,0.00062776
96,1102.57,1.24845,0.75968,1.06469,0.64348,0.49393,0.36174,0.16055,1.48473,3.08347,1.16015,0.0006238,0.0006238,0.0006238
97,1113.72,1.23011,0.71787,1.05439,0.62155,0.4736,0.35175,0.16213,1.5419,3.18728,1.17499,0.00061984,0.00061984,0.00061984
98,1125.51,1.26594,0.76835,1.06015,0.64445,0.39492,0.37068,0.18426,1.60937,2.97619,1.16529,0.00061588,0.00061588,0.00061588
99,1136.92,1.26796,0.74946,1.05375,0.50901,0.39869,0.36688,0.18156,1.47695,2.94903,1.15679,0.00061192,0.00061192,0.00061192
100,1147.53,1.23014,0.70336,1.04179,0.544,0.47133,0.36462,0.16516,1.70512,2.99088,1.22359,0.00060796,0.00060796,0.00060796
101,1158.63,1.22035,0.71379,1.05418,0.60323,0.50745,0.4228,0.20367,1.49524,3.22462,1.16638,0.000604,0.000604,0.000604
102,1169.82,1.24321,0.70643,1.06037,0.61616,0.42208,0.40167,0.20967,1.51738,2.6776,1.15496,0.00060004,0.00060004,0.00060004
103,1181.47,1.2302,0.72233,1.04777,0.48868,0.50073,0.3758,0.18438,1.54843,2.74359,1.13993,0.00059608,0.00059608,0.00059608
