epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,647.839,1.93035,4.52272,1.43342,0.03495,0.14286,0.01911,0.01821,0.80127,9.70399,1.27641,2.104e-05,2.104e-05,2.104e-05
2,1325.66,1.79759,4.03712,1.3228,0.00254,0.08333,0.00401,0.00395,0.76963,24.6207,1.25303,4.64027e-05,4.64027e-05,4.64027e-05
3,1946.15,1.65492,2.96967,1.20525,0.00066,0.04762,0.00117,0.00105,0.6935,103.155,1.21429,7.07239e-05,7.07239e-05,7.07239e-05
4,2525.86,1.42814,2.35853,1.0977,0.00106,0.05952,0.00018,9e-05,0.73246,65.6702,1.25985,9.40036e-05,9.40036e-05,9.40036e-05
5,3060.36,1.52089,2.32693,1.11624,0.00164,0.0119,0.00014,0.00013,0.78732,46.0408,1.27346,0.000116242,0.000116242,0.000116242
6,3695.93,1.3611,1.6256,1.0568,0.00275,0.0119,0.00053,0.00053,0.67661,40.5307,1.19048,0.000137439,0.000137439,0.000137439
7,4490.57,1.36702,1.58964,1.045,0.00583,0.02381,0.00121,0.00121,0.91421,35.349,1.4428,0.000157594,0.000157594,0.000157594
8,5013.99,1.33434,1.28372,1.03833,0.01382,0.03571,0.00618,0.00529,0.8514,38.769,1.31898,0.000176708,0.000176708,0.000176708
9,5880.99,1.294,1.23301,1.0115,0.01361,0.02381,0.00224,0.00208,0.92736,16.0414,1.39054,0.00019478,0.00019478,0.00019478
10,6560.87,1.25447,1.23002,1.02891,0.012,0.08333,0.00586,0.00453,1.03533,22.2689,1.60529,0.000211811,0.000211811,0.000211811
11,7507.97,1.31062,1.21545,1.02754,0.59081,0.21429,0.23421,0.19591,0.88495,12.5902,1.53891,0.0002278,0.0002278,0.0002278
12,8157.43,1.3262,1.19968,1.05626,0.55965,0.15476,0.15157,0.14877,0.88184,15.8281,1.4587,0.000242748,0.000242748,0.000242748
13,8818.19,1.36658,1.08813,1.02553,0.51741,0.21429,0.21886,0.1948,1.19884,12.259,1.83296,0.000256654,0.000256654,0.000256654
14,9463.16,1.32434,1.10578,1.04951,0.57587,0.17857,0.1922,0.12737,1.06466,12.9271,1.62501,0.000269519,0.000269519,0.000269519
15,10192.3,1.31374,0.95162,1.00474,0.55837,0.14286,0.14817,0.07563,1.07043,12.84,1.6278,0.000281343,0.000281343,0.000281343
16,10956,1.29373,0.99143,1.00907,0.56067,0.14286,0.15107,0.07603,1.02228,10.5924,1.59554,0.000292125,0.000292125,0.000292125
17,13542.9,1.25218,0.87197,1.00225,0.64683,0.17857,0.15825,0.13702,1.13488,7.10928,1.6396,0.000301865,0.000301865,0.000301865
