epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,788.75,1.4607,3.47927,0.00458,0.50607,0.07569,0.08804,0.06726,0.83332,2.7697,0.00331,0.0002539,0.0002539,0.0002539
20,828.677,1.46084,3.34116,0.00432,0.50717,0.08085,0.09664,0.07579,0.8049,2.65072,0.00311,0.000259214,0.000259214,0.000259214
21,867.366,1.47696,3.25744,0.00424,0.51533,0.08955,0.11379,0.08811,0.83647,2.50787,0.00318,0.000263694,0.000263694,0.000263694
22,905.726,1.48826,3.28444,0.0046,0.52779,0.08484,0.12471,0.09423,0.89423,2.45996,0.00351,0.000267342,0.000267342,0.000267342
23,942.111,1.45706,3.23178,0.0049,0.67281,0.08529,0.13849,0.0981,0.97727,2.45839,0.00403,0.000270156,0.000270156,0.000270156
24,981.044,1.40377,3.05302,0.0044,0.67417,0.09009,0.15152,0.10801,0.98908,2.39241,0.00411,0.000272137,0.000272137,0.000272137
25,1019.58,1.54771,3.15457,0.00467,0.52226,0.11524,0.16314,0.12273,0.93545,2.28085,0.00383,0.000273284,0.000273284,0.000273284
26,1059.87,1.44227,3.04423,0.00465,0.59378,0.14572,0.17076,0.1368,0.84797,2.18218,0.00335,0.00026563,0.00026563,0.00026563
27,1101.26,1.45036,2.9901,0.00415,0.6076,0.1678,0.17451,0.13977,0.84369,2.13983,0.00323,0.000255215,0.000255215,0.000255215
28,1146.25,1.48184,3.14653,0.00484,0.75703,0.1675,0.17708,0.13657,0.86153,2.14732,0.0033,0.0002448,0.0002448,0.0002448
29,1200.95,1.47675,2.91211,0.00443,0.7455,0.16287,0.17947,0.13368,0.91592,2.1281,0.00359,0.000234386,0.000234386,0.000234386
30,1247.36,1.55182,3.0435,0.0047,0.73867,0.16939,0.19913,0.14941,0.93711,2.09616,0.00371,0.000223971,0.000223971,0.000223971
31,1291.86,1.45516,2.91245,0.00477,0.73826,0.18068,0.21038,0.15873,0.93075,2.0758,0.0037,0.000213556,0.000213556,0.000213556
32,1337.05,1.52889,2.81555,0.00413,0.7432,0.17428,0.21483,0.15982,0.94984,2.05415,0.00387,0.000203141,0.000203141,0.000203141
33,1381.13,1.54033,2.90289,0.00472,0.73443,0.17001,0.21562,0.15661,0.97402,2.03937,0.00405,0.000192726,0.000192726,0.000192726
34,1426.44,1.5285,2.70861,0.00413,0.73675,0.17271,0.21449,0.15533,0.96675,2.03324,0.00405,0.000182312,0.000182312,0.000182312
35,1472.75,1.49961,2.69829,0.00452,0.74034,0.16829,0.21567,0.16323,0.91828,2.00627,0.00379,0.000171897,0.000171897,0.000171897
36,1517.35,1.47317,2.7504,0.00448,0.7343,0.17383,0.21446,0.17162,0.83669,1.97464,0.00332,0.000161482,0.000161482,0.000161482
37,1564.32,1.43899,2.65475,0.00439,0.59029,0.17753,0.21761,0.17823,0.7857,1.95133,0.00302,0.000151067,0.000151067,0.000151067
38,1605.57,1.4055,2.60217,0.0043,0.59044,0.18027,0.21977,0.18088,0.78881,1.9365,0.00301,0.000140652,0.000140652,0.000140652
39,1648.19,1.51598,2.66077,0.00395,0.59262,0.17916,0.22065,0.17984,0.82559,1.92849,0.00318,0.000130238,0.000130238,0.000130238
40,1690.16,1.47097,2.62835,0.00454,0.59616,0.18348,0.22206,0.17847,0.84504,1.92926,0.00327,0.000119823,0.000119823,0.000119823
41,1723.2,1.46692,2.88136,0.00496,0.59967,0.1854,0.21906,0.17491,0.84604,1.92147,0.00328,0.000109408,0.000109408,0.000109408
42,1755.76,1.45834,2.85413,0.00551,0.60456,0.18398,0.21931,0.1759,0.83856,1.9001,0.00324,9.89932e-05,9.89932e-05,9.89932e-05
43,1787.85,1.48233,2.59889,0.00557,0.60364,0.18982,0.22152,0.17864,0.82417,1.87487,0.00319,8.85784e-05,8.85784e-05,8.85784e-05
44,1836.17,1.4651,2.84253,0.00627,0.61126,0.18342,0.22168,0.17981,0.81135,1.85488,0.00314,7.81636e-05,7.81636e-05,7.81636e-05
45,1874.3,1.47832,2.75197,0.00486,0.62111,0.18489,0.22238,0.17967,0.80866,1.83322,0.00313,6.77488e-05,6.77488e-05,6.77488e-05
46,1916.17,1.4722,2.81915,0.0052,0.62115,0.18259,0.2228,0.17998,0.80967,1.82188,0.00316,5.7334e-05,5.7334e-05,5.7334e-05
47,1955.63,1.50837,2.80535,0.00498,0.62448,0.18073,0.22154,0.17895,0.80952,1.81012,0.00317,4.69192e-05,4.69192e-05,4.69192e-05
48,1994.55,1.42242,2.68632,0.00504,0.6206,0.18222,0.22151,0.17898,0.80314,1.81159,0.00315,3.65044e-05,3.65044e-05,3.65044e-05
49,2031.68,1.50945,2.63239,0.00485,0.61693,0.19033,0.21761,0.17653,0.80118,1.80555,0.00315,2.60896e-05,2.60896e-05,2.60896e-05
50,2093.8,1.42454,2.94797,0.00531,0.61198,0.19139,0.21639,0.17602,0.80309,1.80375,0.00316,1.56748e-05,1.56748e-05,1.56748e-05
