epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,2947.84,1.27016,1.49924,1.0076,0.71199,0.47364,0.52393,0.39268,0.86423,1.26252,0.94003,0.000307289,0.000307289,0.000307289
23,3018.38,1.24546,1.6127,1.02875,0.80663,0.46547,0.54326,0.42271,0.79054,1.2518,0.93507,0.000296874,0.000296874,0.000296874
24,3090.93,1.36823,1.5346,1.07644,0.6461,0.59098,0.5938,0.47574,0.77518,1.21252,0.93798,0.00028646,0.00028646,0.00028646
25,3161.39,1.29978,1.60669,1.05194,0.74714,0.53058,0.59501,0.46841,0.79729,1.16359,0.94224,0.000276045,0.000276045,0.000276045
26,3232.44,1.24795,1.46603,1.05087,0.72545,0.51432,0.56866,0.42506,0.83974,1.21616,0.95316,0.00026563,0.00026563,0.00026563
27,3306.27,1.29064,1.4056,1.01606,0.70731,0.53087,0.55376,0.42679,0.83373,1.2138,0.95231,0.000255215,0.000255215,0.000255215
28,58707.9,1.27268,1.52762,1.05065,0.72077,0.55901,0.57256,0.4361,0.8369,1.1973,0.95388,0.0002448,0.0002448,0.0002448
29,58885.4,1.25576,1.51885,1.01365,0.73131,0.59484,0.59207,0.45488,0.8287,1.19288,0.94951,0.000234386,0.000234386,0.000234386
30,59008.3,1.18167,1.37226,1.00623,0.80569,0.50753,0.60028,0.46638,0.81012,1.19571,0.9383,0.000223971,0.000223971,0.000223971
31,59123.5,1.24853,1.57318,1.0173,0.78242,0.53021,0.59494,0.48151,0.75942,1.18625,0.93018,0.000213556,0.000213556,0.000213556
32,59295.1,1.26584,1.33348,1.02736,0.78281,0.53018,0.59274,0.48083,0.75667,1.15296,0.93175,0.000203141,0.000203141,0.000203141
33,59422.4,1.22525,1.26215,1.02445,0.78123,0.52635,0.59894,0.49821,0.78647,1.09119,0.93741,0.000192726,0.000192726,0.000192726
34,59547.5,1.25058,1.33436,0.99476,0.704,0.60796,0.60502,0.50904,0.76832,1.06632,0.93348,0.000182312,0.000182312,0.000182312
35,59663.6,1.23801,1.34576,1.01764,0.64268,0.66597,0.61662,0.52641,0.7457,1.03748,0.92496,0.000171897,0.000171897,0.000171897
36,59814,1.20589,1.29703,1.01137,0.62833,0.65846,0.61649,0.5161,0.72919,1.0581,0.92151,0.000161482,0.000161482,0.000161482
37,59957.8,1.20011,1.19557,1.03555,0.61244,0.66003,0.59513,0.47897,0.75219,1.08416,0.92869,0.000151067,0.000151067,0.000151067
38,60084.5,1.21803,1.33368,1.00148,0.68287,0.66524,0.62478,0.47793,0.79743,1.09463,0.94119,0.000140652,0.000140652,0.000140652
39,60291.6,1.19075,1.29328,1.01313,0.64988,0.66604,0.63374,0.46826,0.81988,1.09126,0.95415,0.000130238,0.000130238,0.000130238
40,60458,1.17329,1.14455,0.99551,0.65701,0.66524,0.63436,0.4983,0.77904,1.08231,0.94144,0.000119823,0.000119823,0.000119823
41,60627.9,1.16166,1.4051,1.0344,0.65064,0.65388,0.61958,0.50556,0.75576,1.06035,0.93589,0.000109408,0.000109408,0.000109408
42,60771.4,1.22993,1.30219,1.04554,0.82545,0.54557,0.618,0.49786,0.77563,1.0667,0.93761,9.89932e-05,9.89932e-05,9.89932e-05
43,60905,1.14529,1.22708,1.00814,0.78133,0.56655,0.61375,0.4924,0.80359,1.04624,0.9421,8.85784e-05,8.85784e-05,8.85784e-05
44,61037,1.20923,1.25404,1.01045,0.78784,0.56802,0.60848,0.49177,0.81923,1.0521,0.94491,7.81636e-05,7.81636e-05,7.81636e-05
45,61164,1.17677,1.25255,1.03609,0.80117,0.56976,0.61149,0.49088,0.82722,1.05508,0.94665,6.77488e-05,6.77488e-05,6.77488e-05
46,61294.5,1.17393,1.17754,1.01684,0.79411,0.561,0.63928,0.51737,0.82646,1.04919,0.94775,5.7334e-05,5.7334e-05,5.7334e-05
47,61461.4,1.22135,1.27873,1.0343,0.63601,0.67001,0.64442,0.51896,0.81965,1.03689,0.94767,4.69192e-05,4.69192e-05,4.69192e-05
48,61698.1,1.18436,1.21299,1.01159,0.62305,0.67001,0.64806,0.51744,0.80691,1.01384,0.94617,3.65044e-05,3.65044e-05,3.65044e-05
49,61893.8,1.18423,1.21971,1.00224,0.65599,0.65791,0.64854,0.51811,0.79497,0.9989,0.9439,2.60896e-05,2.60896e-05,2.60896e-05
50,62144.8,1.17695,1.18025,1.02076,0.67163,0.65791,0.65245,0.53452,0.78785,0.98756,0.94269,1.56748e-05,1.56748e-05,1.56748e-05
