epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,56.3974,1.92395,4.97058,0.00683,0,0,0,0,0.51433,9.79796,0.01138,3.156e-05,3.156e-05,3.156e-05
2,140.852,1.53795,4.75512,0.00525,0,0,0,0,0.48014,9.7558,0.01082,6.70261e-05,6.70261e-05,6.70261e-05
3,226.555,1.40632,4.60804,0.00474,0,0,0,0,0.41955,9.68906,0.00956,0.000101034,0.000101034,0.000101034
4,295.693,1.37922,4.48305,0.0051,0.01667,0.01389,0.01417,0.01417,0.44597,9.70053,0.01037,0.000133584,0.000133584,0.000133584
5,362.857,1.43335,4.43953,0.00489,0.02874,0.25,0.05826,0.05342,0.40694,9.64113,0.0087,0.000164676,0.000164676,0.000164676
6,426.358,1.29134,4.22203,0.00458,0.1092,0.55556,0.17965,0.16503,0.40657,9.6009,0.00885,0.00019431,0.00019431,0.00019431
7,489.473,1.33519,3.95901,0.00425,0.01328,0.55556,0.15227,0.13332,0.55327,9.67501,0.01263,0.000222485,0.000222485,0.000222485
8,549.486,1.29263,3.84051,0.00456,0.00976,0.625,0.12252,0.10871,0.5418,9.64602,0.01207,0.000249203,0.000249203,0.000249203
9,609.999,1.35099,3.71042,0.00426,0.0089,0.70833,0.08361,0.07476,0.62079,9.63261,0.01537,0.000274463,0.000274463,0.000274463
10,671.045,1.34936,3.38233,0.00436,0.00884,0.70833,0.09003,0.07951,0.65213,9.61621,0.01552,0.000298264,0.000298264,0.000298264
11,731.224,1.31755,3.41694,0.00407,0.00828,0.70833,0.09617,0.08425,0.6601,9.54475,0.0157,0.000320608,0.000320608,0.000320608
12,800.297,1.41263,3.27488,0.00446,0.01075,0.70833,0.11231,0.09683,0.642,9.43567,0.01538,0.000341493,0.000341493,0.000341493
13,873.12,1.37357,3.00965,0.00429,0.01094,0.73611,0.1007,0.08929,0.64153,9.37702,0.0153,0.00036092,0.00036092,0.00036092
14,953.082,1.36805,2.87236,0.00413,0.01197,0.65278,0.09778,0.08029,0.59679,9.31756,0.01361,0.000378889,0.000378889,0.000378889
15,1024.2,1.33491,2.95223,0.00436,0.00823,0.52778,0.09647,0.0722,0.70846,9.32423,0.01749,0.000380193,0.000380193,0.000380193
16,1158.6,1.36803,2.58198,0.00419,0.0121,0.69444,0.09129,0.06697,0.73461,9.26628,0.0182,0.000369778,0.000369778,0.000369778
17,1252.07,1.3926,2.84213,0.00457,0.36083,0.27778,0.098,0.0764,0.66899,9.16404,0.01647,0.000359363,0.000359363,0.000359363
18,1309.99,1.36148,2.85763,0.00466,0.92856,0.02778,0.09328,0.07707,0.65386,8.92718,0.01581,0.000348948,0.000348948,0.000348948
19,1366.69,1.39268,2.71661,0.00479,0.91027,0.05556,0.0892,0.0709,0.74243,8.76373,0.01908,0.000338534,0.000338534,0.000338534
20,1426.23,1.37733,2.53815,0.00461,1,0.05378,0.12392,0.09994,0.742,8.63571,0.01834,0.000328119,0.000328119,0.000328119
21,1490.51,1.30649,2.43457,0.00435,0.93421,0.05556,0.16986,0.14808,0.74089,8.71584,0.01864,0.000317704,0.000317704,0.000317704
22,1551.14,1.27901,2.38092,0.00416,0.00907,0.69444,0.13917,0.12071,0.68007,8.89392,0.01613,0.000307289,0.000307289,0.000307289
23,1605.98,1.38944,2.49587,0.00468,0.00996,0.69444,0.12779,0.10726,0.70796,9.03072,0.01689,0.000296874,0.000296874,0.000296874
24,1656.18,1.33725,2.40398,0.00442,0.00952,0.69444,0.13393,0.11232,0.77809,8.97212,0.01882,0.00028646,0.00028646,0.00028646
25,1705.56,1.277,2.4644,0.00455,0.87897,0.06637,0.14988,0.12464,0.84887,8.82152,0.02036,0.000276045,0.000276045,0.000276045
26,1760.74,1.35942,2.53699,0.00437,0.80229,0.08532,0.16354,0.14079,0.70908,8.37774,0.01738,0.00026563,0.00026563,0.00026563
27,1812.85,1.35073,2.43042,0.00452,0.79096,0.09722,0.20048,0.17024,0.76697,8.2128,0.01909,0.000255215,0.000255215,0.000255215
28,1861.11,1.24355,2.28256,0.00459,0.76447,0.13889,0.20152,0.17088,0.83833,8.24503,0.02097,0.0002448,0.0002448,0.0002448
29,1911.41,1.32704,2.25528,0.00435,0.76769,0.13889,0.20661,0.17636,0.80003,8.21911,0.02006,0.000234386,0.000234386,0.000234386
30,1964.61,1.31148,2.1071,0.00425,0.77163,0.125,0.20054,0.17305,0.8157,8.24545,0.02083,0.000223971,0.000223971,0.000223971
31,2027.35,1.33066,2.22171,0.00427,0.77457,0.09537,0.20579,0.16941,0.77751,8.26327,0.01923,0.000213556,0.000213556,0.000213556
32,2087.17,1.37406,2.15892,0.00394,0.78748,0.08333,0.23002,0.19036,0.79291,8.28485,0.01925,0.000203141,0.000203141,0.000203141
33,2147.61,1.31537,2.2057,0.00432,0.8052,0.08333,0.23731,0.1977,0.7675,8.2607,0.0184,0.000192726,0.000192726,0.000192726
34,2202.49,1.34285,2.28405,0.0044,0.86887,0.09275,0.24693,0.21101,0.68275,8.13629,0.01637,0.000182312,0.000182312,0.000182312
