epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,580.796,1.73713,4.68504,1.40236,0.02424,0.13095,0.02172,0.02082,0.80244,9.87524,1.28528,1.578e-05,1.578e-05,1.578e-05
2,1042.95,1.56388,3.96645,1.29128,0.00268,0.08333,0.00555,0.00501,0.78077,12.8686,1.26368,3.6091e-05,3.6091e-05,3.6091e-05
3,1698.02,1.47341,3.38751,1.20054,0.15124,0.04762,0.00404,0.00363,0.77767,63.8443,1.24658,5.55687e-05,5.55687e-05,5.55687e-05
4,2227.66,1.34657,2.46386,1.10168,0.00112,0.02381,0.0002,0.00018,0.70611,63.0863,1.20873,7.42133e-05,7.42133e-05,7.42133e-05
5,2607.09,1.31332,2.12909,1.07535,0.00187,0.02381,0.00035,0.00028,0.77211,55.6844,1.24593,9.20248e-05,9.20248e-05,9.20248e-05
6,3074.71,1.26999,1.9358,1.05151,0,0,0,0,0.74884,42.7386,1.22958,0.000109003,0.000109003,0.000109003
7,3842.16,1.36937,1.84871,1.06634,0,0,0,0,0.69443,26.9897,1.24011,0.000125148,0.000125148,0.000125148
8,4442.95,1.26347,1.5735,1.04309,0.14286,0.0119,0.01214,0.01093,0.81674,26.9342,1.29382,0.00014046,0.00014046,0.00014046
9,5017.76,1.30192,1.58876,1.04717,0.01681,0.02381,0.00314,0.00283,0.80428,23.3936,1.30693,0.000154939,0.000154939,0.000154939
10,5574.83,1.24725,1.46132,1.03554,0.01361,0.02381,0.00224,0.00224,0.77585,15.9756,1.30246,0.000168584,0.000168584,0.000168584
11,6221.34,1.2345,1.41621,1.0306,0.15941,0.05952,0.01023,0.00952,0.79329,14.9957,1.32021,0.000181396,0.000181396,0.000181396
12,6735.15,1.29015,1.28922,1.02937,0.78281,0.15692,0.09129,0.06727,0.84478,14.2268,1.30838,0.000193375,0.000193375,0.000193375
13,7242.6,1.22683,1.23063,1.0134,0.58665,0.25,0.28726,0.2008,0.79518,17.9902,1.31416,0.000204521,0.000204521,0.000204521
14,7729.81,1.23553,1.18221,1.02312,0.56531,0.17857,0.14895,0.13281,0.89343,11.2011,1.41532,0.000214834,0.000214834,0.000214834
15,8149.44,1.29724,1.09581,1.02201,0.70838,0.14286,0.15256,0.14975,0.84726,16.1253,1.32692,0.000224314,0.000224314,0.000224314
16,8539.89,1.25814,1.18563,1.0108,0.93343,0.14286,0.15326,0.13593,0.83129,10.2092,1.39592,0.00023296,0.00023296,0.00023296
17,9118.09,1.21145,1.14552,0.9968,0.65366,0.14286,0.16241,0.1241,0.95884,11.4952,1.56294,0.000240773,0.000240773,0.000240773
18,9485.94,1.23841,1.03131,1.00172,0.99056,0.14286,0.19193,0.15001,0.88209,7.2718,1.47685,0.000247753,0.000247753,0.000247753
19,9973.78,1.21338,1.01249,0.99528,0.70254,0.15476,0.16578,0.1413,1.04234,5.50278,1.64149,0.0002539,0.0002539,0.0002539
20,10469.9,1.13301,0.97584,0.98919,0.81013,0.19048,0.25206,0.20152,0.92886,4.72039,1.50163,0.000259214,0.000259214,0.000259214
21,10960.4,1.19714,0.97008,1.00296,0.78299,0.14286,0.1754,0.14607,0.90498,10.0685,1.45742,0.000263694,0.000263694,0.000263694
22,11387.6,1.12796,0.92409,0.97893,0.88626,0.20088,0.20636,0.17499,0.95637,6.79216,1.61485,0.000267342,0.000267342,0.000267342
23,11848.7,1.12677,0.8856,0.98718,0.94967,0.14286,0.15173,0.09229,1.18992,10.7432,1.69201,0.000270156,0.000270156,0.000270156
24,12276.2,1.20903,1.00772,0.99568,0.81636,0.14286,0.14855,0.14698,1.13972,17.45,1.61599,0.000272137,0.000272137,0.000272137
25,12940.5,1.15647,0.90134,0.99145,0.82396,0.21429,0.2207,0.17327,0.88685,15.0462,1.38575,0.000273284,0.000273284,0.000273284
26,13323,1.12546,0.88932,0.99949,0.8244,0.16162,0.18448,0.14706,0.78323,5.91083,1.36784,0.00026563,0.00026563,0.00026563
27,13844.1,1.13082,0.83562,0.98277,0.64978,0.21429,0.22445,0.16005,0.90854,10.1051,1.39426,0.000255215,0.000255215,0.000255215
28,14317.2,1.14798,0.84825,0.98922,0.57009,0.27381,0.22359,0.18523,1.06352,12.7321,1.71546,0.0002448,0.0002448,0.0002448
29,14806.2,1.15074,0.84064,0.97454,0.69785,0.17857,0.15296,0.10743,1.10881,8.31718,1.84567,0.000234386,0.000234386,0.000234386
30,15286.3,1.14612,0.86614,0.99853,0.57434,0.29163,0.18946,0.15648,1.03008,10.596,1.65069,0.000223971,0.000223971,0.000223971
31,15722.9,1.09885,0.8072,0.96189,0.78415,0.2619,0.21335,0.18034,0.88505,9.62933,1.50686,0.000213556,0.000213556,0.000213556
32,16235.3,1.03364,0.74175,0.96204,0.779,0.25,0.25972,0.22126,0.78926,7.90276,1.33593,0.000203141,0.000203141,0.000203141
33,16764.7,1.1476,0.80544,0.97944,0.65372,0.25,0.23107,0.21044,0.85948,8.57339,1.42613,0.000192726,0.000192726,0.000192726
34,17221.1,1.14811,0.75926,0.97618,0.71626,0.21429,0.18062,0.16496,0.80963,9.15593,1.35212,0.000182312,0.000182312,0.000182312
35,17721.5,1.11063,0.77526,0.97596,0.77447,0.25,0.25269,0.22689,0.89707,8.24184,1.33095,0.000171897,0.000171897,0.000171897
36,18152.7,1.14024,0.75556,0.9843,0.77919,0.25,0.25344,0.2285,0.85808,9.96678,1.32287,0.000161482,0.000161482,0.000161482
37,18613.5,1.15673,0.75687,0.96912,0.76386,0.22979,0.23932,0.21476,0.74553,9.51372,1.24664,0.000151067,0.000151067,0.000151067
38,19169.2,1.06695,0.69105,0.95825,0.78559,0.2619,0.24324,0.21957,0.85188,7.38014,1.34543,0.000140652,0.000140652,0.000140652
39,19666.8,1.0638,0.67594,0.96154,0.73048,0.21429,0.17732,0.14431,0.98192,7.47075,1.41883,0.000130238,0.000130238,0.000130238
40,20227.9,1.0882,0.68857,0.9609,0.56858,0.17857,0.15567,0.13978,0.96118,9.927,1.39179,0.000119823,0.000119823,0.000119823
