epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,750.645,1.49765,3.00668,1.04354,0.104,0.4729,0.22927,0.18025,0.81814,3.40118,0.84479,0.0002539,0.0002539,0.0002539
20,790.423,1.44492,2.86252,1.02148,0.10449,0.48149,0.23902,0.19105,0.81691,3.36538,0.84574,0.000259214,0.000259214,0.000259214
21,830.643,1.49903,2.83065,1.02427,0.10341,0.51288,0.25462,0.19821,0.83148,3.29039,0.8505,0.000263694,0.000263694,0.000263694
22,874.14,1.49749,2.74608,1.04162,0.51481,0.22096,0.2657,0.20563,0.84368,3.19134,0.85514,0.000267342,0.000267342,0.000267342
23,910.608,1.52043,2.78237,1.06855,0.66441,0.22582,0.27651,0.21244,0.86111,3.06719,0.86015,0.000270156,0.000270156,0.000270156
24,945.896,1.47551,2.57384,1.03288,0.98568,0.17527,0.28314,0.21532,0.89689,2.93033,0.86634,0.000272137,0.000272137,0.000272137
25,990.661,1.52385,2.46606,1.05782,0.99763,0.16553,0.29194,0.22417,0.89431,2.82309,0.86997,0.000273284,0.000273284,0.000273284
26,1031.01,1.48324,2.56546,1.04934,0.97989,0.18254,0.30125,0.2375,0.84815,2.72198,0.8687,0.00026563,0.00026563,0.00026563
27,1074.75,1.48452,2.42796,1.02455,0.97931,0.20858,0.31293,0.2585,0.78946,2.61422,0.86699,0.000255215,0.000255215,0.000255215
28,1116.63,1.49134,2.50114,1.05983,0.84229,0.21406,0.32163,0.27375,0.76021,2.57106,0.86851,0.0002448,0.0002448,0.0002448
29,1159.14,1.45679,2.33976,1.02933,0.83117,0.2062,0.32046,0.2722,0.76665,2.53023,0.8716,0.000234386,0.000234386,0.000234386
30,1199.99,1.52061,2.34417,1.05346,0.82246,0.20542,0.31628,0.26503,0.77613,2.44642,0.87275,0.000223971,0.000223971,0.000223971
31,1239.21,1.47929,2.32818,1.04767,0.81977,0.21822,0.31046,0.25692,0.78979,2.38714,0.87647,0.000213556,0.000213556,0.000213556
32,1281.8,1.52285,2.16485,1.03073,0.81452,0.23538,0.31409,0.25755,0.79893,2.2958,0.87928,0.000203141,0.000203141,0.000203141
33,1323.23,1.45601,2.15943,1.02735,0.81003,0.26164,0.32333,0.26377,0.80817,2.20527,0.88036,0.000192726,0.000192726,0.000192726
34,1362.88,1.49694,2.11638,1.02301,0.80555,0.26494,0.33459,0.27245,0.80347,2.10582,0.88057,0.000182312,0.000182312,0.000182312
35,1409.82,1.48793,2.17891,1.05095,0.80287,0.27088,0.34449,0.28291,0.79003,2.01436,0.88117,0.000171897,0.000171897,0.000171897
36,1461.38,1.45071,2.13261,1.03284,0.80721,0.2856,0.35819,0.29762,0.77221,1.95326,0.88054,0.000161482,0.000161482,0.000161482
37,1511.23,1.42678,2.0048,1.02358,0.76071,0.32898,0.38504,0.31941,0.77204,1.9048,0.88223,0.000151067,0.000151067,0.000151067
38,1548.93,1.38707,1.89398,1.02137,0.78334,0.35192,0.43372,0.35258,0.7712,1.82316,0.88379,0.000140652,0.000140652,0.000140652
39,1590.86,1.43082,1.92594,1.00593,0.83427,0.38478,0.4623,0.37219,0.76421,1.75433,0.88433,0.000130238,0.000130238,0.000130238
40,1631.02,1.37791,1.86054,1.01488,0.83869,0.39517,0.47615,0.37947,0.75586,1.68701,0.88455,0.000119823,0.000119823,0.000119823
41,1666.55,1.39042,1.74898,1.0293,0.82923,0.36875,0.47029,0.37469,0.75505,1.61652,0.88612,0.000109408,0.000109408,0.000109408
42,1699.04,1.38601,1.71238,1.06889,0.80966,0.40735,0.4718,0.37235,0.75334,1.55958,0.88741,9.89932e-05,9.89932e-05,9.89932e-05
43,1739.05,1.41539,1.56006,1.08161,0.80742,0.43111,0.46965,0.36978,0.75744,1.51316,0.8888,8.85784e-05,8.85784e-05,8.85784e-05
44,1778.06,1.38994,1.79552,1.06795,0.64707,0.44179,0.46718,0.36808,0.761,1.46849,0.8899,7.81636e-05,7.81636e-05,7.81636e-05
45,1820.14,1.4157,1.66018,1.03899,0.64668,0.43836,0.46113,0.36467,0.75863,1.42164,0.88982,6.77488e-05,6.77488e-05,6.77488e-05
46,1858.22,1.37515,1.62713,1.0488,0.64454,0.44698,0.45962,0.36352,0.75196,1.37924,0.8898,5.7334e-05,5.7334e-05,5.7334e-05
47,1896.2,1.38992,1.58002,1.02844,0.64232,0.44698,0.45853,0.36861,0.73998,1.32679,0.88925,4.69192e-05,4.69192e-05,4.69192e-05
48,1934.84,1.35978,1.57858,1.04139,0.78271,0.43678,0.45753,0.36911,0.73362,1.29699,0.88865,3.65044e-05,3.65044e-05,3.65044e-05
49,1965.49,1.37948,1.60792,1.0244,0.62504,0.46799,0.45792,0.37145,0.73441,1.27811,0.88991,2.60896e-05,2.60896e-05,2.60896e-05
50,2004.19,1.37499,1.61725,1.04777,0.7966,0.40241,0.45882,0.37319,0.73567,1.2691,0.89065,1.56748e-05,1.56748e-05,1.56748e-05
