epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,42.6053,1.88886,4.68129,1.37745,0,0,0,0,0.62032,4.38175,0.87376,1.578e-05,1.578e-05,1.578e-05
2,76.2592,1.80537,4.60809,1.34183,0,0,0,0,0.63255,4.37586,0.86641,3.6091e-05,3.6091e-05,3.6091e-05
3,108.777,1.69759,4.39733,1.26842,0,0,0,0,0.74698,4.37569,0.87228,5.55687e-05,5.55687e-05,5.55687e-05
4,143.175,1.65073,4.2783,1.19413,0,0,0,0,0.83068,4.34496,0.87855,7.42133e-05,7.42133e-05,7.42133e-05
5,177.383,1.58393,3.98653,1.13824,0,0,0,0,0.82072,4.31132,0.87673,9.20248e-05,9.20248e-05,9.20248e-05
6,208.471,1.60992,3.94435,1.14742,0.14286,0.00107,0.00071,0.00064,0.77907,4.24896,0.8715,0.000109003,0.000109003,0.000109003
7,245.657,1.62233,3.73814,1.13044,0.10251,0.07418,0.05576,0.04498,0.74778,4.11223,0.86574,0.000125148,0.000125148,0.000125148
8,283.667,1.6279,3.62347,1.09786,0.0746,0.19229,0.11124,0.08963,0.73184,3.88724,0.85773,0.00014046,0.00014046,0.00014046
9,312.756,1.58997,3.41535,1.07907,0.07441,0.22583,0.13407,0.10579,0.79416,3.66547,0.85772,0.000154939,0.000154939,0.000154939
10,339.226,1.56096,3.28639,1.06511,0.0677,0.22583,0.14096,0.11094,0.82751,3.4365,0.85865,0.000168584,0.000168584,0.000168584
11,364.825,1.56611,3.11796,1.07596,0.82185,0.19285,0.14453,0.11465,0.82608,3.13907,0.85541,0.000181396,0.000181396,0.000181396
12,390.222,1.53626,3.00859,1.08041,0.88368,0.12842,0.15147,0.12293,0.83114,2.96129,0.86571,0.000193375,0.000193375,0.000193375
13,416.383,1.51503,2.89488,1.05901,0.89077,0.13343,0.17752,0.13954,0.82985,2.87889,0.87563,0.000204521,0.000204521,0.000204521
14,444.169,1.43734,2.64732,1.03623,0.89756,0.17641,0.18773,0.14873,0.82581,2.84442,0.88002,0.000214834,0.000214834,0.000214834
15,471.996,1.56552,2.63763,1.04459,0.2555,0.30113,0.24491,0.1908,0.81199,2.7493,0.8789,0.000224314,0.000224314,0.000224314
16,498.38,1.56071,2.78275,1.07493,0.94337,0.25252,0.26875,0.21163,0.78482,2.68504,0.87493,0.00023296,0.00023296,0.00023296
17,525.099,1.50175,2.56656,1.0416,0.96561,0.22024,0.29633,0.23764,0.77051,2.59982,0.87083,0.000240773,0.000240773,0.000240773
18,550.232,1.44019,2.39715,1.03929,0.97594,0.22756,0.30818,0.24353,0.77968,2.40344,0.86998,0.000247753,0.000247753,0.000247753
19,575.776,1.46755,2.37445,1.04685,0.94769,0.24997,0.31445,0.24291,0.81098,2.44961,0.87661,0.0002539,0.0002539,0.0002539
20,601.492,1.40559,2.10086,1.03041,0.71768,0.26467,0.31877,0.2435,0.81645,2.44648,0.88115,0.000259214,0.000259214,0.000259214
21,627.176,1.4765,2.09021,1.04553,0.75874,0.30955,0.33071,0.25516,0.83617,2.32085,0.88468,0.000263694,0.000263694,0.000263694
22,652.675,1.45961,2.03604,1.06943,0.76227,0.32343,0.3351,0.25692,0.86056,2.16394,0.88496,0.000267342,0.000267342,0.000267342
23,677.039,1.47384,2.10082,1.07865,0.76856,0.32784,0.34018,0.25775,0.89652,2.06185,0.88766,0.000270156,0.000270156,0.000270156
24,701.83,1.42536,2.00005,1.03538,0.81693,0.32128,0.35536,0.26709,0.91185,1.91662,0.8867,0.000272137,0.000272137,0.000272137
25,727.527,1.51277,1.94046,1.06643,0.80412,0.33372,0.36506,0.27256,0.9115,1.7763,0.89082,0.000273284,0.000273284,0.000273284
26,753.577,1.43157,1.98321,1.05653,0.79106,0.34391,0.37165,0.27705,0.89092,1.69766,0.89369,0.00026563,0.00026563,0.00026563
27,780.316,1.43261,1.84312,1.02362,0.7882,0.33732,0.37826,0.28617,0.86949,1.66999,0.8937,0.000255215,0.000255215,0.000255215
28,804.787,1.46819,2.0187,1.06938,0.7915,0.3415,0.38938,0.29796,0.83555,1.67507,0.89182,0.0002448,0.0002448,0.0002448
29,830.01,1.40525,1.72823,1.04169,0.76932,0.36238,0.40625,0.31701,0.80686,1.6846,0.89034,0.000234386,0.000234386,0.000234386
30,856.005,1.4496,1.88377,1.05672,0.78169,0.39263,0.4098,0.31617,0.81589,1.66953,0.8943,0.000223971,0.000223971,0.000223971
31,881.183,1.41278,1.7771,1.05342,0.81114,0.39225,0.41403,0.3134,0.85041,1.65747,0.90061,0.000213556,0.000213556,0.000213556
32,906.695,1.47885,1.64664,1.04336,0.83104,0.39085,0.42155,0.31513,0.87047,1.62655,0.90376,0.000203141,0.000203141,0.000203141
33,931.206,1.43023,1.7349,1.05308,0.83013,0.39356,0.4256,0.31651,0.86687,1.57346,0.90534,0.000192726,0.000192726,0.000192726
34,955.906,1.45046,1.59925,1.02486,0.8341,0.38727,0.43061,0.32248,0.84436,1.5135,0.90442,0.000182312,0.000182312,0.000182312
35,980.817,1.44257,1.71731,1.05504,0.82734,0.38939,0.4333,0.32648,0.82314,1.43295,0.90505,0.000171897,0.000171897,0.000171897
36,1005.97,1.40447,1.71041,1.06175,0.80952,0.41679,0.43366,0.32759,0.8044,1.37089,0.90626,0.000161482,0.000161482,0.000161482
