epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,625.913,1.42586,3.41604,1.00373,0.09505,0.41812,0.19739,0.15008,0.76393,3.83236,0.84897,0.000214834,0.000214834,0.000214834
15,682.643,1.56563,3.40179,1.02664,0.09786,0.40629,0.23155,0.17819,0.76974,3.76266,0.85048,0.000224314,0.000224314,0.000224314
16,738.369,1.53637,3.46252,1.03654,0.10421,0.41111,0.24186,0.18491,0.76607,3.71035,0.8522,0.00023296,0.00023296,0.00023296
17,796.611,1.49362,3.25103,1.0096,0.10205,0.3907,0.24634,0.19045,0.75529,3.64943,0.85485,0.000240773,0.000240773,0.000240773
18,850.167,1.4692,3.14538,1.01641,0.12268,0.48254,0.33951,0.2539,0.77593,3.53015,0.85863,0.000247753,0.000247753,0.000247753
19,905.223,1.49236,2.96034,1.02421,0.11901,0.50026,0.35607,0.26055,0.80043,3.46804,0.86078,0.0002539,0.0002539,0.0002539
20,952.538,1.43124,2.82766,0.99678,0.12083,0.53087,0.38994,0.29685,0.79447,3.37439,0.86285,0.000259214,0.000259214,0.000259214
21,1018.51,1.46988,2.80146,0.99284,0.11362,0.55235,0.4084,0.3044,0.85238,3.22529,0.87487,0.000263694,0.000263694,0.000263694
22,1086.78,1.47567,2.81015,1.03032,0.11819,0.60103,0.42567,0.30079,0.87974,3.14264,0.87907,0.000267342,0.000267342,0.000267342
23,1145.9,1.52487,2.75565,1.06311,0.94748,0.3942,0.43772,0.31385,0.87053,3.06714,0.87437,0.000270156,0.000270156,0.000270156
24,1201.98,1.46429,2.65991,1.01599,0.96925,0.31451,0.49366,0.37247,0.85069,2.95264,0.87289,0.000272137,0.000272137,0.000272137
25,1249.49,1.55476,2.50906,1.05798,0.96131,0.34791,0.51426,0.39061,0.8401,2.75602,0.87254,0.000273284,0.000273284,0.000273284
26,1299.36,1.47671,2.62647,1.04226,0.93797,0.39309,0.52067,0.39473,0.8277,2.5888,0.87215,0.00026563,0.00026563,0.00026563
27,1346.05,1.46061,2.56018,0.99771,0.93333,0.40338,0.50997,0.38922,0.84261,2.46509,0.87066,0.000255215,0.000255215,0.000255215
28,1393.34,1.51405,2.61458,1.03523,0.79369,0.4073,0.51336,0.38029,0.89228,2.39122,0.87841,0.0002448,0.0002448,0.0002448
29,1439.27,1.48146,2.35877,1.01231,0.78664,0.40728,0.51789,0.38025,0.89963,2.31156,0.88406,0.000234386,0.000234386,0.000234386
30,1498.42,1.48095,2.45013,1.02938,0.71333,0.4639,0.51482,0.39185,0.86394,2.1901,0.8858,0.000223971,0.000223971,0.000223971
31,1548.5,1.4551,2.33913,1.03172,0.69304,0.46255,0.48563,0.378,0.81281,2.10546,0.88281,0.000213556,0.000213556,0.000213556
32,1603.34,1.49944,2.2368,1.00851,0.69724,0.45879,0.48617,0.38167,0.79332,2.06853,0.88489,0.000203141,0.000203141,0.000203141
33,1652.88,1.44988,2.27979,1.01101,0.70536,0.45503,0.48765,0.38505,0.77159,2.0176,0.88206,0.000192726,0.000192726,0.000192726
34,1705.34,1.46692,2.09917,1.0154,0.72134,0.4539,0.48973,0.3853,0.77091,1.97394,0.8792,0.000182312,0.000182312,0.000182312
35,1757.7,1.454,2.1878,1.02814,0.72093,0.46557,0.49427,0.38087,0.79075,1.95049,0.88133,0.000171897,0.000171897,0.000171897
36,1812.66,1.39763,2.2304,0.99786,0.73152,0.47239,0.4954,0.37854,0.79638,1.91607,0.88242,0.000161482,0.000161482,0.000161482
37,1859.92,1.4371,2.11511,1.00651,0.73981,0.48916,0.49656,0.38156,0.78079,1.84625,0.88422,0.000151067,0.000151067,0.000151067
38,1903.71,1.38583,1.89734,0.99999,0.75231,0.50557,0.49597,0.38539,0.74275,1.73991,0.88052,0.000140652,0.000140652,0.000140652
39,1953.22,1.41117,2.06472,0.97664,0.75799,0.50933,0.49111,0.39313,0.69205,1.6486,0.87575,0.000130238,0.000130238,0.000130238
40,1998.64,1.3645,1.96779,0.99482,0.7737,0.52131,0.48827,0.39774,0.67629,1.57559,0.87465,0.000119823,0.000119823,0.000119823
41,2048.26,1.37986,1.805,1.01965,0.86066,0.46724,0.47974,0.38878,0.67733,1.51341,0.87464,0.000109408,0.000109408,0.000109408
42,2097.28,1.35285,1.66713,1.03696,0.86117,0.469,0.46973,0.37536,0.70174,1.46195,0.87712,9.89932e-05,9.89932e-05,9.89932e-05
43,2141.58,1.40504,1.56906,1.06074,0.86198,0.46776,0.47002,0.36916,0.73937,1.43694,0.88402,8.85784e-05,8.85784e-05,8.85784e-05
44,2185.12,1.36029,1.7625,1.05685,0.86119,0.46362,0.46742,0.36099,0.77652,1.40973,0.89046,7.81636e-05,7.81636e-05,7.81636e-05
45,2230.22,1.39838,1.63403,1.0345,0.85731,0.46452,0.46993,0.35811,0.80096,1.37838,0.89585,6.77488e-05,6.77488e-05,6.77488e-05
46,2273.23,1.38692,1.69516,1.02778,0.83571,0.47738,0.47185,0.35705,0.80597,1.34637,0.89809,5.7334e-05,5.7334e-05,5.7334e-05
47,2317.8,1.40237,1.61677,1.03889,0.87015,0.43948,0.47351,0.36157,0.8002,1.31903,0.89839,4.69192e-05,4.69192e-05,4.69192e-05
48,2353.16,1.34174,1.53635,1.03001,0.83822,0.46983,0.47386,0.36314,0.78569,1.29875,0.8955,3.65044e-05,3.65044e-05,3.65044e-05
49,2393.16,1.36105,1.56126,1.01505,0.86624,0.44191,0.47543,0.3657,0.77227,1.28145,0.89289,2.60896e-05,2.60896e-05,2.60896e-05
50,2428.69,1.35237,1.64157,1.03391,0.86105,0.44269,0.47507,0.36731,0.76374,1.27428,0.89112,1.56748e-05,1.56748e-05,1.56748e-05
