epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,5633.96,1.15431,0.81412,0.9857,0.81588,0.33333,0.30088,0.25556,0.96759,4.18478,1.37721,0.000255215,0.000255215,0.000255215
28,5850.67,1.07453,0.76128,0.98301,0.82324,0.29737,0.30861,0.2399,0.97678,4.36509,1.41268,0.0002448,0.0002448,0.0002448
29,6041.33,1.10948,0.77502,0.98518,0.83554,0.29408,0.26136,0.21338,1.12781,4.67085,1.58817,0.000234386,0.000234386,0.000234386
30,6221.99,1.12218,0.74506,0.99655,0.80364,0.27431,0.24477,0.18158,1.25955,4.74568,1.88187,0.000223971,0.000223971,0.000223971
31,6407.63,1.10527,0.78903,0.99433,0.83345,0.17369,0.24153,0.18522,1.35149,4.74972,2.08372,0.000213556,0.000213556,0.000213556
32,6586.19,1.06451,0.76533,0.96918,0.82466,0.25172,0.25033,0.20196,1.16562,4.71936,1.73194,0.000203141,0.000203141,0.000203141
33,6777.7,1.1162,0.75501,0.96515,0.80706,0.15685,0.23434,0.20382,0.85788,4.6455,1.37979,0.000192726,0.000192726,0.000192726
34,6985.98,1.13433,0.74045,0.98889,0.64274,0.28298,0.24139,0.21157,0.76849,4.68544,1.26999,0.000182312,0.000182312,0.000182312
35,7194.23,1.08597,0.73811,0.97898,0.67236,0.26608,0.2553,0.21994,0.70887,4.58156,1.23244,0.000171897,0.000171897,0.000171897
36,7392.52,1.10217,0.67259,0.97363,0.68851,0.344,0.28172,0.23699,0.77124,4.41803,1.27547,0.000161482,0.000161482,0.000161482
37,7579.27,1.05885,0.70135,0.95575,0.70267,0.34611,0.28394,0.23138,0.90293,4.65751,1.38912,0.000151067,0.000151067,0.000151067
38,7818,1.03026,0.67365,0.94998,0.83135,0.29972,0.28059,0.22526,1.03154,4.84622,1.48568,0.000140652,0.000140652,0.000140652
39,8017.82,1.06682,0.63847,0.96604,0.70175,0.33886,0.2841,0.22478,0.93414,4.69806,1.44175,0.000130238,0.000130238,0.000130238
40,8198.99,1.04927,0.64206,0.96599,0.8311,0.33521,0.27109,0.20435,0.86686,4.73785,1.37505,0.000119823,0.000119823,0.000119823
41,8372.48,1.09465,0.68251,0.96116,0.57872,0.35086,0.30009,0.22674,0.85528,4.51119,1.37204,0.000109408,0.000109408,0.000109408
42,8566,1.04781,0.65833,0.9736,0.57032,0.35417,0.3032,0.22661,0.87528,4.40102,1.39451,9.89932e-05,9.89932e-05,9.89932e-05
43,8789.68,1.04905,0.62961,0.95947,0.55136,0.35417,0.29129,0.21597,0.89861,4.34506,1.40916,8.85784e-05,8.85784e-05,8.85784e-05
44,8968.1,1.04821,0.63759,0.9812,0.52905,0.35048,0.28246,0.2127,0.86071,4.29599,1.38482,7.81636e-05,7.81636e-05,7.81636e-05
45,9173.75,1.06103,0.62657,0.97442,0.52878,0.35204,0.29622,0.22168,0.84974,4.41639,1.36637,6.77488e-05,6.77488e-05,6.77488e-05
46,9385.19,1.04834,0.66223,0.96047,0.65629,0.32985,0.33176,0.23245,0.78614,4.53983,1.30348,5.7334e-05,5.7334e-05,5.7334e-05
47,9586.49,1.03909,0.60304,0.97248,0.81037,0.19151,0.30256,0.24358,0.7384,4.60228,1.25046,4.69192e-05,4.69192e-05,4.69192e-05
48,9825.01,1.01909,0.61934,0.97099,0.53684,0.34911,0.30621,0.25625,0.74623,4.51322,1.24074,3.65044e-05,3.65044e-05,3.65044e-05
49,10014,1.01492,0.62519,0.953,0.53617,0.34542,0.31428,0.26088,0.74969,4.5069,1.24918,2.60896e-05,2.60896e-05,2.60896e-05
50,10197.3,1.02068,0.59125,0.9548,0.83427,0.19791,0.32182,0.26547,0.7562,4.50707,1.25553,1.56748e-05,1.56748e-05,1.56748e-05
